date,30,60,91,122,152,182,273,365
3/30/2012,13.65719986,14.86330032,15.52960014,16.29089928,17.05550003,17.3579998,18.11610031,18.6780014
6/29/2012,15.23980045,16.29800034,17.00200081,17.6644001,18.35300064,18.82060051,20.00370026,20.67030144
9/28/2012,14.09090042,14.68559933,15.33460045,15.88660049,16.80019951,17.43389893,18.59759903,19.53890038
12/31/2012,16.57649994,16.20910072,16.45910072,16.92519951,17.26679993,17.52620125,18.48740005,18.92609978
3/28/2013,11.62530041,12.41659927,13.0274992,13.55859947,14.39259911,14.67940044,15.25789928,15.87000084
6/28/2013,16.91160011,16.52960014,16.76819992,17.00659943,17.35139847,17.5060997,18.02190018,18.37919998
9/30/2013,15.15009975,14.68150043,14.81820011,15.0067997,15.45680046,15.76170063,16.45410156,16.96899986
12/31/2013,11.79839993,12.03929996,12.59000015,13.12880039,13.78010082,14.1093998,15.08010006,15.62349987
3/31/2014,12.31630039,12.42490005,12.79059982,13.13479996,13.75820065,14.1291008,14.79219913,15.21729946
6/30/2014,9.572999954,10.12440014,10.89640045,11.66329956,12.43060017,12.74469948,13.8593998,14.79839993
9/30/2014,14.78719997,14.40979958,14.62330055,14.89400005,15.2013998,15.48919964,16.27230072,16.75849915
12/31/2014,16.21019936,15.81539917,16.12039948,16.38730049,16.59760094,16.76719856,17.30200005,17.49239922
3/31/2015,15.12580109,15.1697998,15.4866991,15.75819969,16.06459999,16.29880142,16.77589989,17.10709953
